Plantation year,Plot,canopy width 1 (cm),canopy width 2 (cm),crown area (m2),CD Chatting (m),Chatting AGB (kg),Chatting AGB (Mg/ha),Comley & McGuinness planted BGB            (kg),Comley & McGuinness planted BGB    (Mg/ha),Total tree (kg),Total tree (Mg/ha),Chatting AGC       (kg C),Chatting AGC (Mg C/ha),Comley & McGuinness planted BGC           (kg C),Comley & McGuinness planted BGC    (Mg C/ha),Total tree (kg C),Total tree (Mg C/ha),plot size (m2)
2020,33,70,55,0.307,0.63,0.580,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2020,35,78,47,0.307,0.63,0.580,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2020,36,70,55,0.307,0.63,0.580,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2020,37,65,60,0.307,0.63,0.580,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2020,38,65,60,0.307,0.63,0.580,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2020,42,70,55,0.307,0.63,0.580,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2020,45,67,58,0.307,0.63,0.580,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2020,46,68,57,0.307,0.63,0.580,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2017,18,56,34,0.159,0.45,0.287,0.037,0.265,0.034,0.552,0.072,0.138,0.018,0.103,0.013,0.241,0.031,76.969
2017,1,46,44,0.159,0.45,0.287,0.037,0.265,0.034,0.552,0.072,0.138,0.018,0.103,0.013,0.241,0.031,76.969
2017,1,55,35,0.159,0.45,0.287,0.037,0.265,0.034,0.552,0.072,0.138,0.018,0.103,0.013,0.241,0.031,76.969
2017,22,55,35,0.159,0.45,0.287,0.037,0.265,0.034,0.552,0.072,0.138,0.018,0.103,0.013,0.241,0.031,76.969
2017,3,57,33,0.159,0.45,0.287,0.037,0.265,0.034,0.552,0.072,0.138,0.018,0.103,0.013,0.241,0.031,76.969
2017,3,33,57,0.159,0.45,0.287,0.037,0.265,0.034,0.552,0.072,0.138,0.018,0.103,0.013,0.241,0.031,76.969
2017,18,49,41,0.159,0.45,0.287,0.037,0.265,0.034,0.552,0.072,0.138,0.018,0.103,0.013,0.241,0.031,76.969
2017,30,48,42,0.159,0.45,0.287,0.037,0.265,0.034,0.552,0.072,0.138,0.018,0.103,0.013,0.241,0.031,76.969
2019,7,68,56,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,33,68,56,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,34,56,68,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,38,68,56,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2010,1,72,52,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2010,3,69,55,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2010,3,67,57,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2010,4,69,55,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2010,5,62,62,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2010,5,69,55,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2010,6,59,65,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2010,6,74,50,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,8,77,47,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,8,64,60,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,8,59,65,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,8,57,67,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,9,65,59,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,12,72,52,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,12,70,54,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,12,65,59,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,12,72,52,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,13,65,59,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,16,70,54,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,19,69,55,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,19,62,62,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,23,81,43,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,23,63,61,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,23,61,63,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,26,61,63,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,26,61,63,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,26,67,57,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,28,61,63,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,33,67,57,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,34,66,58,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,35,65,59,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,35,62,62,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2019,2,78,46,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,1,58,66,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,3,52,72,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,3,52,72,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,4,65,59,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,5,71,53,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,5,67,57,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,8,61,63,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,8,76,48,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,9,62,62,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,20,62,62,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,21,79,45,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,22,77,47,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,22,70,54,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,23,72,52,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,24,70,54,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,25,63,61,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,25,82,42,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,25,61,63,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,26,74,50,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,27,73,51,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,29,58,66,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,35,70,54,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,36,60,64,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,37,70,54,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,37,64,60,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,38,67,57,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,40,60,64,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,40,58,66,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,45,63,61,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,45,73,51,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,45,59,65,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,46,70,54,0.302,0.62,0.570,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,2,50,39,0.156,0.45,0.280,0.036,0.259,0.034,0.539,0.070,0.135,0.017,0.101,0.013,0.235,0.031,76.969
2017,18,50,39,0.156,0.45,0.280,0.036,0.259,0.034,0.539,0.070,0.135,0.017,0.101,0.013,0.235,0.031,76.969
2017,18,50,39,0.156,0.45,0.280,0.036,0.259,0.034,0.539,0.070,0.135,0.017,0.101,0.013,0.235,0.031,76.969
2017,5,42,47,0.156,0.45,0.280,0.036,0.259,0.034,0.539,0.070,0.135,0.017,0.101,0.013,0.235,0.031,76.969
2017,18,48,41,0.156,0.45,0.280,0.036,0.259,0.034,0.539,0.070,0.135,0.017,0.101,0.013,0.235,0.031,76.969
2010,3,56,67,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2010,5,72,51,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2010,6,71,52,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,8,79,44,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,9,64,59,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,12,81,42,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,12,62,61,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,13,84,39,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,13,32,91,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,14,70,53,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,14,66,57,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,14,64,59,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,16,74,49,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,17,64,59,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,17,42,81,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,23,50,73,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,23,110,13,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,25,64,59,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,26,77,46,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,26,72,51,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,26,61,62,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,26,65,58,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,27,65,58,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,27,41,82,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,28,45,78,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,28,65,58,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,28,66,57,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,28,73,50,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,32,75,48,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,32,71,52,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,33,74,49,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,33,66,57,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2017,34,67,56,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2019,1,70,53,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2019,2,59,64,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2019,2,55,68,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2019,2,69,54,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2019,3,61,62,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2019,6,62,61,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2019,7,51,72,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2019,7,70,53,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2019,8,63,60,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,2,61,62,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,2,53,70,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,2,73,50,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,5,68,55,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,7,68,55,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,8,66,57,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,9,58,65,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,9,58,65,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,10,61,62,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,14,62,61,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,19,80,43,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,21,60,63,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,24,66,57,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,24,70,53,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,27,70,53,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,29,65,58,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,29,63,60,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,31,73,50,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,33,53,70,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,37,68,55,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,38,59,64,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,40,65,58,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,44,78,45,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2020,46,52,71,0.297,0.62,0.560,0.036,0.517,0.034,1.077,0.070,0.269,0.017,0.202,0.013,0.470,0.031,153.938
2010,7,54,68,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,9,55,67,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,12,66,56,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,13,67,55,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,26,68,54,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,26,68,54,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,27,56,66,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,29,68,54,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,33,67,55,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,34,67,55,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2019,3,55,67,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2020,10,68,54,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2020,23,68,54,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2020,27,66,56,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2010,2,65,57,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2010,3,77,45,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2010,6,69,53,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2010,7,60,62,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,8,97,25,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,8,62,60,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,12,73,49,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,12,76,46,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,12,71,51,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,12,65,57,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,14,77,45,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,16,62,60,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,17,77,45,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,17,79,43,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,23,62,60,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,26,65,57,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,32,81,41,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,33,75,47,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2017,35,64,58,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2019,2,64,58,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2019,4,60,62,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2019,6,72,50,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2019,7,70,52,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2020,1,58,64,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2020,4,75,47,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2020,7,74,48,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2020,7,82,40,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2020,10,60,62,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
2020,11,70,52,0.292,0.61,0.550,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.030,153.938
